date,expression,value
01231434,3+0-34/2+14/1,0
01231435,50/1-23-3-14,10
01231436,30+3-42*1+16,7
01231437,34-30-1+21/7,6
01231438,3+34-2*18+10,11
01231439,21-4-39+30*1,8
01231440,1-3+42+0-40*1,0
01231441,14-4-12/3*1+0,6
01231442,23*1-0+4-24-1,2
01231443,0+24*1-31+3+4,0
01231444,40-42/14-31,6
01231445,21+40+34+5*1,100
01231446,2-46+40+11-3,4
01231447,0-3*14+1*47+2,7
01231448,10+3*8-44+21,11
01231449,0-2+93+14-1-4,100
01231450,41-0-0-1*35+2,8
01231451,31-21-4+10/5,8
01231452,3/2/12*40/5/1,1
01231453,0+41+1*5-32-3,11
01231454,50+13+21+4*4,100
01231455,1*20-45-5+31,1
01231456,1+5-40+16+23,5
01231457,34-1+5-20/1-7,11
01231458,0+58+21*4-31,111
01231459,0-59/1-4+3*21,0
01231500,0+31-50+1+20,2
01231501,3*5+0+11-20/1,6
01231502,20*1/1+5-20-3,2
01231503,5*10/10+3-3*2,2
01231504,1+15+0-40+32,8
01231505,0+20+5-3-15+1,8
01231506,0-1+16-30+25,10
01231507,5-27+30+0-1-1,6
01231508,1+1-0-5*32/80,0
01231509,19-1+0-30*2/5,6
01231510,5-13-10+20-1,1
01231511,10/2+3+5-11*1,2
01231512,12-12+5+3-1+0,7
01231513,0-2+51-13-31,5
01231514,15-3*10*2/4+1,1
01231515,0-15-11+5+23,2
01231516,5-1-10+32-16,10
01231517,5+0+23-11-17,0
01231518,12+83+15-0+1,111
01231519,21-0-31+9-1+5,3
01231520,0-2+13-2-10+5,4
01231521,1*31-25+1-0+2,9
01231522,3*11-22+50*2,111
01231523,3-2*1-15+30/2,1
01231524,14-3*5-2+10+2,9
01231525,2+51*1-53+0+2,2
01231526,32+0+15+1+62,110
01231527,2-2-7-31+50-1,11
01231528,28*1/2-15-0+3,2
01231529,91-25-0-21*3,3
01231530,1-0+12+30-35,8
01231531,0-12-31+51*3,110
01231532,11+52-30-23,10
01231533,2+5-30*1+31-3,5
01231534,32+31-4-10*5,9
01231535,15*2+0+5-33-1,1
01231536,0+31-3-6-12-5,5
01231537,2*1*3/10*37*5,111
01231538,80+53-31*1-2,100
01231539,30+1-35*1+2+9,7
01231540,0+0+5-3+12-14,0
01231541,1*23/1-5+0-14,4
01231542,12+15+4-30+2,3
01231543,13-23+4+10+5,9
01231544,40-25-4+3-11,3
01231545,24-0-51/1+35,8
01231546,41-21-3-6+0-5,6
01231547,52/1+30-74*1,8
01231548,12-80/4+5*3-1,6
01231549,15*1*24/90-3,1
01231550,2+0+50-35-11,6
01231551,1/1*52-0+3-51,4
01231552,11-2-50/5+3+2,4
01231553,1+53+21+30-5,100
01231554,0-52+1/1+3*54,111
01231555,30-15/15-25,4
01231556,36-2+5*15-0+1,110
01231557,51-70-23+51,9
01231558,5+11+28-35-0,9
01231559,51-1*90/5-23,10
01231600,3*10+0+21+60,111
01231601,0-11+16+0-2-3,0
01231602,1*22-10*6/3+0,2
01231603,0-0+26*3+31+1,110
01231604,16+32*1+0-40,8
01231605,0-15+36+0-12,9
01231606,2-61+0+0+61+3,5
01231607,7+10-1-60/2/3,6
01231608,10-0+6+82+13,111
01231609,39+12+6*10+0,111
01231610,30/2-16+1*1-0,0
01231611,26-0-13-11*1,2
01231612,10-3*21+62+1,10
01231613,1-0+61+3-31*2,3
01231614,61-0-31-24*1,6
01231615,5+0+1-2-13+16,7
01231616,31-16+2/1-0-6,11
01231617,23+0+1+76/1*1,100
01231618,61-21-0-38/1,2
01231619,91-63-2*11-0,6
01231620,10-0-23+2*6+1,0
01231621,6+12+10-21-3,4
01231622,10+2-62*2/31,8
01231623,26+2+3-13-10,8
01231624,4-61+30*2*1-2,1
01231625,5+0+32/2-11-6,4
01231626,62+10-62-3/1,7
01231627,1+63-0-2*1*27,10
01231628,2+23-81+60-1,3
01231629,62-9*10+32+1,5
01231630,0-1*26-3+30-1,0
01231631,20-36/3+1-1+1,9
01231632,3+12+3*2-10-6,5
01231633,30-1-3/3+1-26,3
01231634,60-21-3-34/1,2
01231635,20-16-3*1+5+3,9
01231636,0+1-36/3+21-6,4
01231637,10*21-67-33,110
01231638,11+2+86-0+3/3,100
01231639,1*30-9/21*63,3
01231640,2+0+61-13-40,10
01231641,41-3-1/1-0-26,11
01231642,1+22-63+41+0,1
01231643,42-33+0-1-1*6,2
01231644,24-63+40-1+1,1
01231645,41+62+1+30/5,110
01231646,3+24-6/1-10-6,5
01231647,23-0+6-7-4-11,7
01231648,32-80+11+46,9
01231649,9+12*3-10-6*4,11
01231650,1*5/2/10*36+0,9
01231651,12-16-15+30,11
01231652,26-1*30+2+1*5,3
01231653,30/3/2+16-15,6
01231654,3*14/6-10+5+2,4
01231655,25*1-1*30+5+6,6
01231656,13-16+20-6-5,6
01231657,75-1+6+0+32-1,111
01231658,13+68-51-20,10
01231659,1-6-30*1+29*5,110
01231700,20-30+17+1-0,8
01231701,0+3+11+7-20*1,1
01231702,3+12-17-0-0+2,0
01231703,7*10-0+2+13*3,111
01231704,0-17+41-23+0,1
01231705,30-15-20+1+7,3
01231706,60+2+11+3-70,6
01231707,12/3+1+70-70,5
01231708,28-7*1-0-13+0,8
01231709,70-21+0-39/1,10
01231710,10-1*3*7+12-0,1
01231711,11-7-10+12+3,9
01231712,2+0-12+31-17,4
01231713,7-30-1+13*2*1,2
01231714,37+0-11-21+4,9
01231715,0+27/1-15/1-3,9
01231716,17-31-0+16-2,0
01231717,0-7+13-11+7*2,9
01231718,8-10/1-12+7*3,7
01231719,1*21-0+73-91,3
01231720,13+17-22+0-0,8
01231721,3-12-11+27+0,7
01231722,0-17+1-2+22-3,1
01231723,21*3-20+71-3,111
01231724,1+7+2+30-41+2,1
01231725,11-0+57-32*2,4
01231726,10+3*2-16+7+2,9
01231727,2-0+3-71+1*72,6
01231728,7-20+28+3-11,7
01231729,11-72+92-30,1
01231730,0-2+37+1-30/1,6
01231731,0+17-13+3*2-1,9
01231732,21+30*2-73+1,9
01231733,23-30-17+31,7
01231734,1*34-3-7*2-10,7
01231735,0+7+13-15-2+3,6
01231736,10-72/36-1+3,10
01231737,13-23+7+0+7+1,5
01231738,1*70-38-32+1,1
01231739,39-12-1-30+7,3
01231740,37+1+12-0-40,10
01231741,12*1*4-30-17,1
01231742,2+1*17-30*2/4,4
01231743,17+23-41-0+3,2
01231744,0+1*47-14-23,10
01231745,13+70-54-21,8
01231746,6*10+14-37*2,0
01231747,0+32*1+17-47,2
01231748,81-17-4*30/2,4
01231749,10-37+21+9+4,7
01231750,53-71+21-0+0,3
01231751,20+5+1-1*17-3,6
01231752,50*72/12/1/3,100
01231753,13+53*2-1-7-0,111
01231754,27+15-1*40+3,5
01231755,7-13-50+12*5,4
01231756,67+15*2-0+13,110
01231757,51-10*2-37+7,1
01231758,10+28-37/1+5,6
01231759,7-20*3-1+1*59,5
01231800,13+0+0-20+8*1,1
01231801,18*1-30+0+12,0
01231802,80+30-1*2+1+2,111
01231803,3-2+10+8-3-10,6
01231804,1+1*80+3-40*2,4
01231805,5*18/10+0-3+2,8
01231806,6-2*10+0+18+3,7
01231807,38-11+0+0-27,0
01231808,18+2-10-8-0+3,5
01231809,20-1-19-0+8-3,5
01231810,8+10-31-0+21,8
01231811,3-21+1+0+18-1,0
01231812,2-13+0-1+18+2,8
01231813,31*2+18+30*1,110
01231814,11-38/2+0+14,6
01231815,10-23+18-1*5,0
01231816,0-13+81-62/1,6
01231817,8+31-0-27-1/1,11
01231818,38-1-1*1-20-8,8
01231819,11+92-13-80,10
01231820,18-32+20*1-0,6
01231821,31+2+8-20-11,10
01231822,2+30-2*12-8+1,1
01231823,2*30/2*3-81*1,9
01231824,2-8+10/2+13-4,8
01231825,1*83-5*12-20,3
01231826,8*2-0-16+12-3,9
01231827,18-37+2*1+20,3
01231828,88-12+3+20+1,100
01231829,28-11+3+0-9-2,9
01231830,1+18+20-33+0,6
01231831,32+1/1+0+8-31,10
01231832,3*3-21+18-2+0,4
01231833,30-8*13*3/12,4
01231834,0+38/2+31-41,9
01231835,38*1-32-1-0+5,10
01231836,0-31+2-31+68,8
01231837,3*1+18+3+7-20,11
01231838,88-12+31+0+3,110
01231839,3*12+83+0-19,100
01231840,8*1+4-30+20+1,3
01231841,3*8-1*41+20/1,3
01231842,2+38-10*4*1+2,2
01231843,43-31+0-18/2,3
01231844,4-12+0-18+34,8
01231845,50-42-11+8-3,2
01231846,43+28-6*10*1,11
01231847,18+7-1+20-34,10
01231848,1+30/84*28*1,11
01231849,92-0-81-4+1*3,10
01231850,52-18-0-30/1,4
01231851,13-1-2*8+15-0,11
01231852,51-28*30/21,11
01231853,28+1-33-0+1+5,2
01231854,12*45/30/18,1
01231855,81-55*1-0-23,3
01231856,61+5-1*28-30,8
01231857,1+78+52-30-1,100
01231858,8+5/1+81+20-3,111
01231859,10+19-82+53,0
01231900,0-0-29-1+3*10,0
01231901,1+0-31+21-0+9,0
01231902,21-39+20+0-1,1
01231903,0+0+9/33*11*2,6
01231904,41-0+0-19*2-3,0
01231905,90/1*2*1/30-5,1
01231906,32+6-19+0-10,9
01231907,0-3+20+1-19+7,6
01231908,81+0+10*2-93,8
01231909,9+20-39+10*1,0
01231910,3+0+19-20*1-1,1
01231911,19/1+0+3-12*1,10
01231912,1*32-9-0-21+1,3
01231913,39-13+0-1*21,5
01231914,11+20+41+39,111
01231915,15-23+1*19-0,11
01231916,61*1-0+31+9*2,110
01231917,1-9+30-1-17-2,2
01231918,90*1-1+1-83-2,5
01231919,93+9+0-2+11/1,111
01231920,23*1+90-1*2-0,111
01231921,9-0-13/1+12/2,2
01231922,20-91/21*3+2,9
01231923,13+9-0-23*1+2,1
01231924,0+93-42/1*2*1,9
01231925,0-15+21-3+9-2,10
01231926,1+92-63-21-0,9
01231927,2-70-1*13+92,11
01231928,82-3-91-0+21,9
01231929,19-9+1-23+20,8
01231930,2*9/30/3*10*1,2
01231931,1/1-9-13+20+3,2
01231932,39-32*1/1-0+2,9
01231933,33+0+92-3-11,111
01231934,39+1-1+0-42+3,0
01231935,3+31-5*9+1*20,9
01231936,9-10-2+31-3*6,10
01231937,11-7-30+3+29,6
01231938,3+91+0-28/1*3,10
01231939,19*3+0-9*3-21,9
01231940,29+4*10+31-0,100
01231941,31-14-19-0+2,0
01231942,2*30*4/12-9/1,11
01231943,33*4+0-2-19-1,110
01231944,14+9+21-40-3,1
01231945,30+19-54+12,7
01231946,12/6-30+4*1*9,8
01231947,9/1*10+3+24-7,110
01231948,9+18+0+4-13*2,5
01231949,94-3+2+0-91+1,3
01231950,0+21-90/15*3,3
01231951,0+5-23/1+1+19,2
01231952,0+2+31-12-9-5,7
01231953,9+32-1+0-35*1,5
01231954,52-41-30+19,0
01231955,1*53-25-19+0,9
01231956,9-16-5+23-10,1
01231957,1+21+37-0-59,0
01231958,9-21+13-0+8-5,4
01231959,1*9+93-1*20*5,2
01232000,20+30/10+0-2,21
01232001,12+0-20+3+10,5
01232002,3-0+1-2+20/20,3
01232003,10-2-30/3-0+2,0
01232004,3+20/40*10+2,10
01232005,0+1+20-30/2-5,1
01232006,60-20/12*30,10
01232007,20/10-0+27/3,11
01232008,0+28+0-30+12,10
01232009,0+30+0-12+2-9,11
01232010,22-0+0+10-31,1
01232011,11-0+21+0-23,9
01232012,10+22+10-32,10
01232013,10+32-32-1-0,9
01232014,12+14-20+0+3,9
01232015,0-5-2*11+32+0,5
01232016,16-0+0-2-12/3,10
01232017,10+2*3+7-20/1,3
01232018,2*2+0-0-13+18,9
01232019,23-10-0-9-2*1,2
01232020,20+0+3-20-2-1,0
01232021,32+1-20*2+10,3
01232022,23+1-2-20-2-0,0
01232023,22+30-10-32,10
01232024,1+23-4+0-20/2,10
01232025,51-23-0+0-22,6
01232026,0+26-0-12-3*2,8
01232027,20-27+13+0+2,8
01232028,2/8*20/30*12,2
01232029,23/92*2*10+0,5
01232030,0-30+31+20/2,11
01232031,0-30-2/2+11*3,2
01232032,20-32-10+32,10
01232033,33/3-0-10/2+2,8
01232034,20-43+0+13*2,3
01232035,0+20*3+2-53+1,10
01232036,2-30+30+6+1*2,10
01232037,70+1-0-2+33-2,100
01232038,32-0+10-38-2,2
01232039,0-9+23+10-23,1
01232040,4-22-0+30-1-0,11
01232041,12+30-24-10,8
01232042,0-22+42-0-13,7
01232043,13+2-40+30-2,3
01232044,0-22+30+4-4-1,7
01232045,5-0-10+34-22,7
01232046,0-1+62-30-24,7
01232047,10+72-40-32,10
01232048,28+4-32/1+0-0,0
01232049,20-30-2+19-4,3
01232050,10-25+0+23+0,8
01232051,21+0+0-5-12-3,1
01232052,35-0-22-10/2,8
01232053,0-1-2*23+3+50,6
01232054,10+24-23-5+0,6
01232055,12-52-0+50*3,110
01232056,56-22+0-30/1,4
01232057,10+0-35+27-2,0
01232058,52-82-0+30*1,0
01232059,0+29+0+35*2+1,100
01232100,10*20*1/20-3,7
01232101,21+0+11-23+0,9
01232102,22+0-31+10*2,11
01232103,2-0-21-0+31-3,9
01232104,0-12+0-4+23-1,6
01232105,0+15+30/2-21,9
01232106,0+0-1*6+22-13,3
01232107,11-2-30+27+0,6
01232108,1+38-20-10+2,11
01232109,19+20-0-3*12,3
01232110,3+11-0-12+0+2,4
01232111,0+2-3+12+1-11,1
01232112,13-12-0-2+2+1,2
01232113,21-3-10+2+1-3,8
01232114,40-31-2*1/2-1,7
01232115,35-22-11*1-0,2
01232116,2+3+1*21-0-16,10
01232117,7*1-23-1+20*1,3
01232118,10-18+32/1/2,8
01232119,21-0-13/1+92,100
01232120,30+0+2-1-22-1,8
01232121,0-3+22-21+11,9
01232122,3-2+0+21-1*22,0
01232123,1-13-2+23-0-2,7
01232124,40-2*23+12/1,6
01232125,21+2-0-21-3+5,4
01232126,1+60-2*12*2-3,10
01232127,7+2*10-2-1-23,1
01232128,2+38-2-10-21,7
01232129,2-29-0+3*12/1,9
01232130,13+0-20-3+21,11
01232131,12+1+3-3/2*10,1
01232132,22-0-2+13-31,2
01232133,2+21-3*10+3*3,2
01232134,3+22*3+41-10,100
01232135,2*11-3/5*30+2,6
01232136,1*36+32*2/1-0,100
01232137,33*10-12*27,6
01232138,33+81-1*2*2+0,110
01232139,0+2*19-31-3*2,1
01232140,21-0-31+40/2,10
01232141,2/2*1+10+3-14,0
01232142,23+12-20-14,1
01232143,42+30*1-21*3,9
01232144,1+42+2+0-1-34,10
01232145,45-3*12+0+2*1,11
01232146,31+22-46+0+1,8
01232147,7+32/2-14-0-1,8
01232148,13+20/1+82-4,111
01232149,32-90/2+4+11,2
01232150,30-5-2/1-12+0,11
01232151,15-31+22*1-0,6
01232152,21+2+2-0-51/3,8
01232153,1*30-5-2-13-2,8
01232154,11-2+0-34+25,0
01232155,31-2+25-0-51,3
01232156,3+50+2+12-61,6
01232157,1+50-2+1-37-2,11
01232158,22+8+30-1+51,110
01232159,30+2+29-51+1,11
01232200,20*21/3/20+0,7
01232201,32-1+0-0-1*22,9
01232202,32-1-2+0+0-22,7
01232203,20-31+20+3-2,10
01232204,0-22/1+4-0+23,5
01232205,25/10*32+20,100
01232206,3-0+0+21-26/2,11
01232207,7*30/21*20/2,100
01232208,21-0-0+22-38,5
01232209,0+0+22+9-23-1,7
01232210,23-12-10-0+2,3
01232211,0-32+22/1+11,1
01232212,21-23+20/2+1,9
01232213,1+0+32-2/1-23,8
01232214,23+11*2-40-2,3
01232215,21*3+0-51-2*2,8
01232216,20-6/3-2-12+1,5
01232217,1*2+2-30+27-1,0
01232218,38/2+11-2-20,8
01232219,10-23-9+1+22,1
01232220,22/1+0-0-23+2,1
01232221,30+1*2/2-21-2,8
01232222,22/2+20/1-23,8
01232223,30*1+23-22*2,9
01232224,2-34+20+22-1,9
01232225,22-12+25-30,5
01232226,0+2*3+12*2-26,4
01232227,27-23+1+0+2/2,6
01232228,32-12+0+8-22,6
01232229,22-2-0-39+21,2
01232230,0-21-0+2+32-3,10
01232231,20/22*11/3*3,10
01232232,1+0-22-3+32+2,10
01232233,21/3*3+2-23+0,0
01232234,10*3+42-32*2,8
01232235,35-31-22+20,2
01232236,20-3-32+21*6,111
01232237,7+33+2-10-22,10
01232238,0-8-3+32+2-21,2
01232239,1-2-0-23/23+9,7
01232240,10+34/2-22+0,5
01232241,14-13+22-20,3
01232242,2-21+3-4+22-0,2
01232243,21+2-3-0-42/3,6
01232244,4-23+0+2*14-2,7
01232245,42-35-21+20,6
01232246,2*34-2-6*10-2,4
01232247,24+2+17-32-0,11
01232248,22-0+28-1-43,6
01232249,32-9-41+22+0,4
01232250,2-32+50*1-20,0
01232251,3-1-21+25-0+2,8
01232252,1-20/2-22+35,4
01232253,23-2*5-0-12+3,4
01232254,22*2+14-53+0,5
01232255,22+0+51+32+5,110
01232256,21+32-60+5+2,0
01232257,2+32+57+1*20,111
01232258,52-28-20+3-1,6
01232259,0+22+5-9+3-12,9
01232300,0+3*10/30+2-2,1
01232301,13+30-20*2+1,4
01232302,12-23+0+30/2,4
01232303,33/3+20-21-0,10
01232304,0+24+0+3-23+1,5
01232305,0+3*2+13+5-20,4
01232306,62+30+0+21-3,110
01232307,0-32+7+31+0-2,4
01232308,80/2*3+3-0-12,111
01232309,90-23-30*2*1,7
01232310,10+1+23-23+0,11
01232311,31-11-22+3-0,1
01232312,23-31-2+12+0,2
01232313,23*1+2+10-33,2
01232314,2+13+32-0-41,6
01232315,32-1-50+1*23,4
01232316,2-1-2-16-3+30,10
01232317,21*3+12-0-73,2
01232318,0+1-32+2*18+3,8
01232319,39-30+12/12,10
01232320,2+0+1-23+23+0,3
01232321,21+0-1*23+2+3,3
01232322,0+12+22-33+2,3
01232323,20+2+13-33+2,4
01232324,13-20+34/2-2,8
01232325,2*30-21-35+2,6
01232326,3-12-20+23+6,0
01232327,2*1+32/32+0+7,10
01232328,3+2+81+23-0+2,111
01232329,21+39-32-20,8
01232330,30-2*20-3+13,0
01232331,0-21-1+3+23+3,7
01232332,23-0-21+3*2+3,11
01232333,23*1*3-30-32,7
01232334,23*3/3-20+1-4,0
01232335,0-35+32+1+3*2,4
01232336,1*3-0+32+3+62,100
01232337,33+2-2*3+71-0,100
01232338,0+1*33+2-8-23,4
01232339,91-32*3+30/2,10
01232340,3*14-20-20+3,5
01232341,1*32-2*14+0+3,7
01232342,4-13*2+22+0+3,3
01232343,33+22-1-43+0,11
01232344,34+2-0-32+1-4,1
01232345,2*52*3/4/13+0,6
01232346,3*1*23-2-0-64,3
01232347,2-33-41+72-0,0
01232348,0-3*3+41-2-28,2
01232349,3*93-20*14+2,1
01232350,20-35-0+23-1,7
01232351,22+1+0-31+5+3,0
01232352,2+1*20*2-35-3,4
01232353,50+2*33/1-3-2,111
01232354,30+4-52+23*1,5
01232355,33+5+20-1*52,6
01232356,56-22-0-33/1,1
01232357,0+57+13-22*3,4
01232358,32/2-13+8+0-5,6
01232359,12-53+2+39+0,0
01240000,20/10-0+40-0,42
01240001,11+0+40+20+0,71
01240002,21+42-0-0+0-0,63
01240003,40+20-30-0+1,31
01240004,2*40+4+0+0+10,94
01240005,0+20*50-4+0-1,995
01240006,0+0+60*10+42,642
01240007,10+70-0+0-2-4,74
01240008,40/10*80/20,16
01240009,94-0+10-2+0+0,102
01240010,0-0+42+0-0-11,31
01240011,10/2+1-40/10,2
01240012,20-0-24/1+10,6
01240013,30-41+10*2-0,9
01240014,10*1*2+40+40,100
01240015,10+1+42-50-0,3
01240016,20-1*60+41-0,1
01240017,0+2*40-7*10+1,11
01240018,8/1-20+14+0-0,2
01240019,12-0-10-0+9-4,7
01240020,20-0-20/10-4,14
01240021,4-12-0+20-10,2
01240022,20-4-0-2-12+0,2
01240023,20+30-40+2-1,11
01240024,2/14*42-0-0+0,6
01240025,50/2-0-21+0+4,8
01240026,6+20-20*1-0+4,10
01240027,70-0-42-20*1,8
01240028,8-1-0-24+20+0,3
01240029,0+0+92-0+12-4,100
01240030,20*30-0-14-0,586
01240031,1+20+30-4*10,11
01240032,43-0-20-20-1,2
01240033,20-40-3-0+31,8
01240034,0-0+0+42-1-34,7
01240035,0-2+53-40-1+0,10
01240036,0+60+0-24-31,5
01240037,7-20/4+10+0-3,9
01240038,8+0+1-0+32-40,1
01240039,20*3+0-10-49,1
01240040,20-40+1*40+0,20
01240041,40+0-24-10+1,7
01240042,0-20*4/4/20+1,0
01240043,43+2-41+0-0+0,4
01240044,0+44+0-10*4+2,6
01240045,5+0+1-40/40-2,3
01240046,16-0-0+0-24/4,10
01240047,10-40+27+0+4,1
01240048,0-24-0+40-1*8,8
01240049,41+0+0-24+0-9,8
01240050,50-0-0+2/1+40,92
01240051,0-42/1+51+0+0,9
01240052,0+0-20+1*25-4,1
01240053,10+30-5-20-4,11
01240054,0+0-50+42+14,6
01240055,2+0+4-50+50+1,7
01240056,10/2-5+60+40,100
01240057,0+10+47-52+0,5
01240058,1+0-0+80+24-5,100
01240059,2*45/10-9+0-0,0
01240100,10+0+14+0+20,44
01240101,1-40/10+10+2,9
01240102,0+20+2*11-40,2
01240103,31-40-10+20,1
01240104,0-40+41+2-1-0,2
01240105,10/50*2*10/4,1
01240106,60+0-12+0-41,7
01240107,4+11+7-0-20+0,2
01240108,1*1*80+0+40/2,100
01240109,19-10-0-4-0+2,7
01240110,0+2+11-40/10,9
01240111,20*1/10+4*1-1,5
01240112,2+4/2-10+10/1,4
01240113,1-41-0+31+20,11
01240114,4+1+12-10+0+4,11
01240115,11-21+50-40,0
01240116,41-10*2+0-16,5
01240117,1+1*70-2+0+41,110
01240118,0-1-4+18-12-0,1
01240119,0+4/1+19+0-21,2
01240120,4-2-10+0+10+2,4
01240121,11/10*40/22,2
01240122,10+2+14+0-22,4
01240123,23-4+0-1*10+2,11
01240124,40+20-42-11,7
01240125,2-5-10+4*1+20,11
01240126,24+0+6-20/1+1,11
01240127,0+27/1-20-4-1,2
01240128,20-1*24*1+8+0,4
01240129,10*1*2-40+29,9
01240130,0+40/10*1-2+3,5
01240131,30+2+0-41+11,2
01240132,42-10*2-13+0,9
01240133,21-13-4+3-0+0,7
01240134,0-1+44*1-30-2,11
01240135,20-15+0-3+4/1,6
01240136,43-61+10*2+0,2
01240137,0-40+13*2+17,3
01240138,0-0-2-14+31-8,7
01240139,40-91+20/1*3,9
01240140,2/1-40+0+41-0,3
01240141,12/4-0+11-4+0,10
01240142,20-2+1-4-4-10,1
01240143,14-30+1+40/2,5
01240144,14+40/4-10*2,4
01240145,4/2*10+0-14+5,11
01240146,0+41-2+6+0-41,4
01240147,40-20-4-7*1/1,9
01240148,4*12+10-48+0,10
01240149,49-40+0-2/1/1,7
01240150,50-0-1-40+2/1,11
01240151,10-0-2-15+14,7
01240152,10*2-25+0+14,9
01240153,11+0+40-52+3,2
01240154,14-12+4-5+0-0,1
01240155,40/20*5*1*1-5,5
01240156,0+16-45*2/10,7
01240157,10+24+75-0+1,110
01240158,41-82+0+50-1,8
01240159,20-41+19+0+5,3
01240200,4-20+0+0+20+1,5
01240201,10+14-0+0-22,2
01240202,20/2-0+14-20,4
01240203,0+20/2*4-30/1,10
01240204,0-10+20/4*4/2,0
01240205,0+0+25-4-1*20,1
01240206,20+1-40+26+0,7
01240207,40-0-20*1-7-2,11
01240208,0+0-10+24+2-8,8
01240209,20/2*10-0-94,6
01240210,20+11-4-20+0,7
01240211,40+0-22-11+1,8
01240212,20*2+12-41+0,11
01240213,3*40/12-0+2-1,11
01240214,4-10-4+10/2*2,0
01240215,0-21-20+45/1,4
01240216,2+12-6-10+4-0,2
01240217,14/70*2*10+2,6
01240218,21+0+8-4*10/2,9
01240219,90+0-2*41+1*2,10
01240220,0-22-0+40-12,6
01240221,10*21/42*20,100
01240222,0+21+22+0-42,1
01240223,2/2*40-0+2-31,11
01240224,20-40-2+24/1,2
01240225,0-15+22/2+0+4,0
01240226,0+40+22/1-62,0
01240227,2+20+14-20-7,9
01240228,4-22+0+8+1+20,11
01240229,0-21*4+2-0+92,10
01240230,1+24-0-0-20+3,8
01240231,32-10-10-4+2,10
01240232,23+20-40+1-2,2
01240233,0+3-21-4+32+0,10
01240234,12-0+20/4-3*4,5
01240235,10+24+23-50,7
01240236,1+64-30*2+0-2,3
01240237,2*23+10-0-47,9
01240238,20-84/12-3+0,10
01240239,20+4+0-32*1+9,1
01240240,4/4/10*20-2-0,0
01240241,0+44-22-11+0,11
01240242,2*21-0+4+0-42,4
01240243,2+1+40+2+3-40,8
01240244,1+42-40-0+2-4,1
01240245,20+25-41+0-4,0
01240246,20-60/1-2+44,2
01240247,72-0+41-4-0+2,111
01240248,24+2+0+4+81+0,111
01240249,0-44+20+29*1,5
01240250,5+20/2-10-0-4,1
01240251,41-20-15+0+2,8
01240252,1+0-40-2+52-2,9
01240253,24+3+0+0-21+5,11
01240254,20-44+20+15,11
01240255,0-0-5*15+2*42,9
01240256,2*15-0+0-24-6,0
01240257,0+20-51+42-7,4
01240258,0+2*28-45-10,1
01240259,0-12-42+50+9,5
01240300,4*3+0+10+0+20,42
01240301,0+10-20+3*4/1,2
01240302,42+0-23-10-0,9
01240303,30/2+0-13-0+4,6
01240304,34+1+0+0+0-24,11
01240305,3-14-0+20+0-5,4
01240306,10-42/6+0+3-0,6
01240307,10-30-0+27+4,11
01240308,0-20*1-8-0+34,6
01240309,90/1-2*43-0+0,4
01240310,0+11+32+0-40,3
01240311,1+0-1+1*30-24,6
01240312,23-0+0-14*1-2,7
01240313,42+10-10-33,9
01240314,24+0+14-30-1,7
01240315,35+0-24-1*10,1
01240316,16-40+31-0+2,9
01240317,10-13+7+2+4+0,10
01240318,8+20+30+41+1,100
01240319,20-0+13-9-14,10
01240320,0+23-41+20-0,2
01240321,30+0-42+2+11,1
01240322,31+2-0-0-24+2,11
01240323,0-23+30-4+2*1,5
01240324,0-2+42-43+10,7
01240325,0-0-1+5+23-24,3
01240326,0-4*2-16+30+2,8
01240327,42-20-1-7+0-3,11
01240328,0-42+30/8*12,3
01240329,42+10+30+29,111
01240330,3*43+0+1-20+0,110
01240331,43*2+0+1+3+10,100
01240332,24+1+0+0+3-23,5
01240333,33/1-0-0-24-3,6
01240334,3-40*1/4+20-3,10
01240335,2+0-40+31+5*3,8
01240336,16-34+20+3-0,5
01240337,23+1-47+30-0,7
01240338,2*8-30-10+34,10
01240339,0-32+1-4+39+0,4
01240340,40+3-40-0+2+1,6
01240341,21-10+3-0-4-4,6
01240342,4-0+4-23/1+20,5
01240343,24/1+30-43+0,11
01240344,0-0+24-44+31,11
01240345,1*20+30-45-4,1
01240346,4-0-0-36+42+1,11
01240347,4+7/1+40+3*20,111
01240348,3/42*84-0-1-0,5
01240349,0+34/4-90/12,1
01240350,53+0+0-12-40,1
01240351,1*1-40+0+52-3,10
01240352,43+0-12-20-5,6
01240353,0+13-40+35-2,6
01240354,40+1+2-43+5-0,5
01240355,3+55-10-40-2,6
01240356,3*10+60+25-4,111
01240357,72-0-10*34/5,4
01240358,1-45-30+82-0,8
01240359,0-59*1+20+43,4
01240400,1+40*20+0-40,761
01240401,4/4*10-0+2-10,2
01240402,2+40-24-10+0,8
01240403,43/1-0+2-40+0,5
01240404,4/4/1*40/20+0,2
01240405,4+2-50/10+4+0,5
01240406,40-20-14-0-6,0
01240407,12-0-47+40+0,5
01240408,8-42-0+0+0+41,7
01240409,20+49+1-0+40,110
01240410,0-0+0+11-24/4,5
01240411,20+4/4-10-11,0
01240412,1-14+40-2-20,5
01240413,30-0+2-41+14,5
01240414,1*40/10*24+4,100
01240415,0-41-1+52-0-4,6
01240416,20-40+4+1*16,0
01240417,20+0+4*14-71,5
01240418,41+4-80/2-1+0,4
01240419,90-42-41+0+1,8
01240420,12*20/40+0+4,10
01240421,14-12-4+0-0+2,0
01240422,2+0+14-20/4-2,9
